
6.83413 7.14 28.56 4.08 4.08 3.0600 3.06 ### 6.79851 7.14 28.56 4.08 4.08 3.0600 3.06
6.83479 7.14 28.56 4.08 4.08 3.1875 3.06 ### 6.80189 7.14 28.56 4.08 4.08 3.1875 3.06
6.83544 7.14 28.56 4.08 4.08 3.3150 3.06 ### 6.80525 7.14 28.56 4.08 4.08 3.3150 3.06
6.83609 7.14 28.56 4.08 4.08 3.4425 3.06 ### 6.80858 7.14 28.56 4.08 4.08 3.4425 3.06
6.83673 7.14 28.56 4.08 4.08 3.5700 3.06 ### 6.81188 7.14 28.56 4.08 4.08 3.5700 3.06
6.83737 7.14 28.56 4.08 4.08 3.6975 3.06 ### 6.81516 7.14 28.56 4.08 4.08 3.6975 3.06
6.83800 7.14 28.56 4.08 4.08 3.8250 3.06 ### 6.81841 7.14 28.56 4.08 4.08 3.8250 3.06
6.83862 7.14 28.56 4.08 4.08 3.9525 3.06 ### 6.82163 7.14 28.56 4.08 4.08 3.9525 3.06
6.83924 7.14 28.56 4.08 4.08 4.0800 3.06 ### 6.82483 7.14 28.56 4.08 4.08 4.0800 3.06
6.83986 7.14 28.56 4.08 4.08 4.2075 3.06 ### 6.82801 7.14 28.56 4.08 4.08 4.2075 3.06
6.84047 7.14 28.56 4.08 4.08 4.3350 3.06 ### 6.83116 7.14 28.56 4.08 4.08 4.3350 3.06
6.84107 7.14 28.56 4.08 4.08 4.4625 3.06 ### 6.83428 7.14 28.56 4.08 4.08 4.4625 3.06
6.84167 7.14 28.56 4.08 4.08 4.5900 3.06 ### 6.83738 7.14 28.56 4.08 4.08 4.5900 3.06
6.84227 7.14 28.56 4.08 4.08 4.7175 3.06 ### 6.84045 7.14 28.56 4.08 4.08 4.7175 3.06
6.84286 7.14 28.56 4.08 4.08 4.8450 3.06 ### 6.84350 7.14 28.56 4.08 4.08 4.8450 3.06
6.84344 7.14 28.56 4.08 4.08 4.9725 3.06 ### 6.84652 7.14 28.56 4.08 4.08 4.9725 3.06
6.84403 7.14 28.56 4.08 4.08 5.1000 3.06 ### 6.84952 7.14 28.56 4.08 4.08 5.1000 3.06
6.84460 7.14 28.56 4.08 4.08 5.2275 3.06 ### 6.85250 7.14 28.56 4.08 4.08 5.2275 3.06
6.84518 7.14 28.56 4.08 4.08 5.3550 3.06 ### 6.85545 7.14 28.56 4.08 4.08 5.3550 3.06
6.84575 7.14 28.56 4.08 4.08 5.4825 3.06 ### 6.85837 7.14 28.56 4.08 4.08 5.4825 3.06
6.84631 7.14 28.56 4.08 4.08 5.6100 3.06 ### 6.86127 7.14 28.56 4.08 4.08 5.6100 3.06
6.84687 7.14 28.56 4.08 4.08 5.7375 3.06 ### 6.86415 7.14 28.56 4.08 4.08 5.7375 3.06
6.84743 7.14 28.56 4.08 4.08 5.8650 3.06 ### 6.86701 7.14 28.56 4.08 4.08 5.8650 3.06
6.84798 7.14 28.56 4.08 4.08 5.9925 3.06 ### 6.86983 7.14 28.56 4.08 4.08 5.9925 3.06
6.84853 7.14 28.56 4.08 4.08 6.1200 3.06 ### 6.87264 7.14 28.56 4.08 4.08 6.1200 3.06
6.84907 7.14 28.56 4.08 4.08 6.2475 3.06 ### 6.87542 7.14 28.56 4.08 4.08 6.2475 3.06
6.84961 7.14 28.56 4.08 4.08 6.3750 3.06 ### 6.87818 7.14 28.56 4.08 4.08 6.3750 3.06
6.85015 7.14 28.56 4.08 4.08 6.5025 3.06 ### 6.88091 7.14 28.56 4.08 4.08 6.5025 3.06
6.85068 7.14 28.56 4.08 4.08 6.6300 3.06 ### 6.88361 7.14 28.56 4.08 4.08 6.6300 3.06
6.85121 7.14 28.56 4.08 4.08 6.7575 3.06 ### 6.88629 7.14 28.56 4.08 4.08 6.7575 3.06
6.85174 7.14 28.56 4.08 4.08 6.8850 3.06 ### 6.88895 7.14 28.56 4.08 4.08 6.8850 3.06
6.85226 7.14 28.56 4.08 4.08 7.0125 3.06 ### 6.89158 7.14 28.56 4.08 4.08 7.0125 3.06
6.85278 7.14 28.56 4.08 4.08 7.1400 3.06 ### 6.89418 7.14 28.56 4.08 4.08 7.1400 3.06
6.85330 7.14 28.56 4.08 4.08 7.2675 3.06 ### 6.89675 7.14 28.56 4.08 4.08 7.2675 3.06
6.85381 7.14 28.56 4.08 4.08 7.3950 3.06 ### 6.89930 7.14 28.56 4.08 4.08 7.3950 3.06
6.85432 7.14 28.56 4.08 4.08 7.5225 3.06 ### 6.90181 7.14 28.56 4.08 4.08 7.5225 3.06
6.85482 7.14 28.56 4.08 4.08 7.6500 3.06 ### 6.90429 7.14 28.56 4.08 4.08 7.6500 3.06
6.85533 7.14 28.56 4.08 4.08 7.7775 3.06 ### 6.90674 7.14 28.56 4.08 4.08 7.7775 3.06
6.85583 7.14 28.56 4.08 4.08 7.9050 3.06 ### 6.90916 7.14 28.56 4.08 4.08 7.9050 3.06
6.85632 7.14 28.56 4.08 4.08 8.0325 3.06 ### 6.91153 7.14 28.56 4.08 4.08 8.0325 3.06
6.85682 7.14 28.56 4.08 4.08 8.1600 3.06 ### 6.91387 7.14 28.56 4.08 4.08 8.1600 3.06
6.85731 7.14 28.56 4.08 4.08 8.2875 3.06 ### 6.91615 7.14 28.56 4.08 4.08 8.2875 3.06
6.85779 7.14 28.56 4.08 4.08 8.4150 3.06 ### 6.91836 7.14 28.56 4.08 4.08 8.4150 3.06
6.85828 7.14 28.56 4.08 4.08 8.5425 3.06 ### 6.92047 7.14 28.56 4.08 4.08 8.5425 3.06
